example_type,split,image_filename,label_filename,annotation_index,class_id,class_name,normalized_width,normalized_height,normalized_area,pixel_width,pixel_height,pixel_area,aspect_ratio,relative_image_area,normalized_aspect_ratio,size_category,near_border,boundary_excess,rounding_warning,extreme_aspect_ratio
near_border,train,8395.JPG,8395.txt,1,5,Seepage,0.376157,0.27392,0.10303692544000001,1949.997888,1065.00096,2076749.6227179724,1.830982281931464,0.10303692544000001,1.3732367114485982,large,True,0.0,False,False
near_border,train,8395.JPG,8395.txt,2,5,Seepage,0.624614,0.305298,0.19069340497200002,3237.998976,1186.998624,3843500.3290254097,2.727887724998744,0.19069340497200002,2.0459157937490584,large,True,0.0,False,False
near_border,train,8395.JPG,8395.txt,3,5,Seepage,0.437886,0.291924,0.12782943266400001,2270.001024,1135.000512,2576452.3244805243,2.0,0.12782943266400001,1.5,large,True,0.0,False,False
near_border,train,8395.JPG,8395.txt,4,5,Seepage,0.561921,0.321502,0.180658725342,2912.9984640000002,1249.999776,3641247.427488344,2.330399188807535,0.180658725342,1.747799391605651,large,True,0.0,False,False
near_border,train,8396.JPG,8396.txt,1,5,Seepage,0.147569,0.781121,0.115269244849,764.997696,3036.998448,2323296.8154755756,0.2518926858536215,0.115269244849,0.18891951439021612,large,True,0.0,False,False
near_border,train,8396.JPG,8396.txt,2,5,Seepage,0.102238,0.556842,0.05693041239599999,530.001792,2165.001696,1147454.7785630391,0.2448043310909259,0.05693041239599999,0.1836032483181944,medium,True,0.0,False,False
near_border,train,8396.JPG,8396.txt,6,5,Seepage,0.43017,0.859568,0.36976036656,2230.00128,3342.000384,7452665.134080492,0.6672654170467025,0.36976036656,0.5004490627850269,large,True,0.0,False,False
near_border,train,8397.JPG,8397.txt,1,5,Seepage,0.616319,0.240484,0.148214858396,3194.997696,935.001792,2987328.5711958706,3.417103286150707,0.148214858396,2.5628274646130302,large,True,0.0,False,False
near_border,train,8397.JPG,8397.txt,2,5,Seepage,0.328897,0.233282,0.076725749954,1705.002048,907.000416,1546437.566816852,1.8798249900692439,0.076725749954,1.409868742551933,medium,True,5.00000000069889e-07,True,False
near_border,train,8398.JPG,8398.txt,4,1,Breakage,0.041474,0.109311,0.0045335644139999996,215.00121599999997,425.001168,91375.76792142028,0.5058838238298676,0.0045335644139999996,0.3794128678724007,small,True,0.0,False,False
near_border,train,8399.JPG,8399.txt,1,5,Seepage,0.060764,0.390175,0.0237085937,315.00057599999997,1517.0004,477855.9997922304,0.20764699600606565,0.0237085937,0.15573524700454924,medium,True,5.00000000069889e-07,True,False
near_border,train,8399.JPG,8399.txt,3,5,Seepage,0.172647,0.349023,0.060257773881,895.002048,1357.001424,1214519.0536189163,0.6595439269045306,0.060257773881,0.49465794517839795,medium,True,5.00000000069889e-07,True,False
near_border,train,8399.JPG,8399.txt,4,5,Seepage,0.555556,0.376029,0.208905167124,2880.002304,1462.000752,4210565.534209733,1.9699048034415787,0.208905167124,1.477428602581184,large,True,5.00000000069889e-07,True,False
near_border,train,840.JPG,840.txt,5,4,Reinforcement,0.304825,0.031798,0.00969282535,834.0012,57.999552,48371.6959674624,14.379442103276936,0.00969282535,9.586294735517958,small,True,0.0,False,True
near_border,train,840.JPG,840.txt,6,4,Reinforcement,0.065424,0.095395,0.006241122479999999,179.00006399999998,174.00047999999998,31146.097056030714,1.0287331621154148,0.006241122479999999,0.6858221080769432,small,True,0.0,False,False
near_border,train,840.JPG,840.txt,8,4,Reinforcement,0.080044,0.689693,0.055205786492,219.000384,1258.000032,275502.4900800123,0.17408615137459713,0.055205786492,0.1160574342497314,medium,True,0.0,False,False
near_border,train,840.JPG,840.txt,9,4,Reinforcement,0.078947,0.26864,0.02120832208,215.99899200000002,489.99935999999997,105839.36784064514,0.44081484514592023,0.02120832208,0.29387656343061347,medium,True,0.0,False,False
near_border,train,8401.JPG,8401.txt,1,5,Seepage,0.434606,0.625,0.27162875,2252.997504,2430.0,5474783.934719999,0.9271594666666666,0.27162875,0.6953696,large,True,0.0,False,False
near_border,train,8401.JPG,8401.txt,2,5,Seepage,0.350116,0.561986,0.19676029037599999,1815.001344,2185.001568,3965780.782562107,0.830663634562664,0.19676029037599999,0.6229977259219981,large,True,0.0,False,False
near_border,train,8401.JPG,8401.txt,3,5,Seepage,0.21412,0.497685,0.1065643122,1109.99808,1934.99928,2147845.4856013823,0.5736426320530724,0.1065643122,0.4302319740398043,large,True,0.0,False,False
near_border,train,8401.JPG,8401.txt,4,5,Seepage,0.097415,0.412037,0.040138584355,504.99936,1601.999856,809008.9020000921,0.3152305901330868,0.040138584355,0.23642294259981508,medium,True,0.0,False,False
near_border,train,8401.JPG,8401.txt,5,5,Seepage,0.103202,0.414609,0.042788478018,534.999168,1611.999792,862418.547536173,0.3318853827742926,0.042788478018,0.24891403708071944,medium,True,0.0,False,False
near_border,train,8401.JPG,8401.txt,6,5,Seepage,0.048225,0.422325,0.020366623125,249.99839999999998,1641.9996,410497.27280064,0.15225241224175692,0.020366623125,0.1141893091813177,medium,True,0.0,False,False
near_border,train,8402.JPG,8402.txt,1,5,Seepage,0.650206,0.150463,0.097831945378,3370.667904,585.0001440000001,1971841.2092161782,5.761824058627923,0.097831945378,4.321368043970942,medium,True,0.0,False,False
near_border,train,8402.JPG,8402.txt,2,5,Seepage,0.824331,0.118827,0.097952779737,4273.331904000001,461.999376,1974276.673088892,9.249648648876098,0.097952779737,6.937236486657073,medium,True,0.0,False,False
near_border,train,8402.JPG,8402.txt,3,5,Seepage,0.349537,0.883488,0.308811745056,1811.999808,3435.0013440000002,6224221.775807742,0.5275106547381893,0.308811745056,0.3956329910536419,large,True,0.0,False,False
near_border,train,8403.JPG,8403.txt,1,5,Seepage,0.910237,0.423032,0.385059378584,4718.668608,1644.7484160000001,7761022.718636925,2.8689303252078644,0.385059378584,2.151697743905898,large,True,0.0,False,False
near_border,train,8404.JPG,8404.txt,2,1,Breakage,0.172647,0.053241,0.009191898927,895.002048,207.00100799999998,185266.3260980644,4.323660336958359,0.009191898927,3.2427452527187697,small,True,5.00000000069889e-07,True,False
near_border,train,8404.JPG,8404.txt,3,1,Breakage,0.186728,0.374743,0.069975010904,967.997952,1457.000784,1410373.7749743944,0.6643770975486312,0.069975010904,0.4982828231614734,medium,True,5.00000000069889e-07,True,False
near_border,train,8404.JPG,8404.txt,4,2,Comb,0.296103,0.223765,0.066257487795,1534.997952,869.9983199999999,1335445.6394434408,1.7643688691260921,0.066257487795,1.323276651844569,medium,True,0.0,False,False
near_border,train,8405.JPG,8405.txt,1,5,Seepage,0.418467,0.99537,0.41652949779,2169.332928,3869.99856,8395315.307520583,0.560551352763294,0.41652949779,0.4204135145724705,large,True,0.0,False,False
near_border,train,8405.JPG,8405.txt,2,5,Seepage,0.515689,0.628086,0.323897041254,2673.3317759999995,2441.998368,6528271.834114541,1.0947311886164206,0.323897041254,0.8210483914623156,large,True,0.0,False,False
near_border,train,8405.JPG,8405.txt,3,5,Seepage,0.125,0.221258,0.02765725,648.0,860.251104,557442.715392,0.7532684317252558,0.02765725,0.5649513237939419,medium,True,0.0,False,False
near_border,train,8405.JPG,8405.txt,4,5,Seepage,0.243056,0.37037,0.09002065072,1260.0023039999999,1439.99856,1814401.5033566824,0.875002475002475,0.09002065072,0.6562518562518562,medium,True,0.0,False,False
near_border,train,8406.JPG,8406.txt,7,1,Breakage,0.056327,0.022377,0.0012604292790000002,291.999168,87.001776,25404.44620652237,3.3562437621963026,0.0012604292790000002,2.517182821647227,small,True,0.0,False,False
near_border,train,8406.JPG,8406.txt,8,1,Breakage,0.090278,0.050154,0.004527802811999999,468.001152,194.998752,91259.64057456229,2.400021267828422,0.004527802811999999,1.8000159508713165,small,True,0.0,False,False
near_border,train,8406.JPG,8406.txt,10,0,Crack,0.044753,0.153742,0.006880415726,231.999552,597.748896,138677.47608049458,0.38812209198961034,0.006880415726,0.2910915689922077,small,True,0.0,False,False
near_border,train,8407.JPG,8407.txt,1,5,Seepage,0.550154,0.779321,0.428746565434,2851.998336,3030.0000480000003,8641555.09497592,0.9412535613266761,0.428746565434,0.7059401709950072,large,True,0.0,False,False
near_border,train,8408.JPG,8408.txt,2,1,Breakage,0.162809,0.205826,0.033510325234,844.0018560000001,800.251488,675413.7411387617,1.0546707736955812,0.033510325234,0.7910030802716858,medium,True,0.0,False,False
near_border,train,8409.JPG,8409.txt,6,1,Breakage,0.114198,0.043981,0.0050225422379999995,592.002432,170.998128,101231.30764344729,3.4620404265478273,0.0050225422379999995,2.5965303199108707,small,True,0.0,False,False
near_border,train,8409.JPG,8409.txt,10,1,Breakage,0.045267,0.023148,0.001047840516,234.664128,89.99942399999999,21119.636353462272,2.6073958873336793,0.001047840516,1.9555469155002594,small,True,0.0,False,False
near_border,train,8409.JPG,8409.txt,11,1,Breakage,0.063786,0.073302,0.004675641372,330.66662399999996,284.998176,94239.38470407782,1.160241193964694,0.004675641372,0.8701808954735204,small,True,0.0,False,False
near_border,train,8409.JPG,8409.txt,14,1,Breakage,0.109053,0.048611,0.005301175383,565.330752,188.999568,106847.26790511512,2.9911748369710556,0.005301175383,2.243381127728292,small,True,0.0,False,False
near_border,train,8410.JPG,8410.txt,4,1,Breakage,0.102881,0.14159,0.01456692079,533.335104,550.5019199999999,293601.99875539966,0.9688160651646774,0.01456692079,0.726612048873508,medium,True,0.0,False,False
near_border,train,8412.JPG,8412.txt,5,1,Breakage,0.368313,0.171103,0.063019459239,1909.334592,665.248464,1270181.9045900668,2.8701074791207635,0.063019459239,2.1525806093405726,medium,True,0.0,False,False
near_border,train,8412.JPG,8412.txt,10,1,Breakage,0.037294,0.103009,0.0038416176460000003,193.332096,400.498992,77429.30956924724,0.4827280464166562,0.0038416176460000003,0.3620460348124921,small,True,0.0,False,False
near_border,train,8412.JPG,8412.txt,13,1,Breakage,0.086163,0.096451,0.008310507513,446.668992,375.001488,167501.5366434601,1.19111258566526,0.008310507513,0.8933344392489452,small,True,5.00000000069889e-07,True,False
near_border,train,8413.JPG,8413.txt,1,1,Breakage,0.104938,0.126157,0.013238663266,543.998592,490.49841599999996,266830.44768223027,1.1090730861809757,0.013238663266,0.8318048146357317,medium,True,0.0,False,False
near_border,train,8413.JPG,8413.txt,5,1,Breakage,0.094393,0.03588,0.0033868208400000006,489.33331200000003,139.50144,68262.70166396929,3.507729468599034,0.0033868208400000006,2.6307971014492755,small,True,0.0,False,False
near_border,train,8414.JPG,8414.txt,4,1,Breakage,0.125514,0.088735,0.011137484789999997,650.6645759999999,345.00167999999996,224480.37183648764,1.885975094382149,0.011137484789999997,1.4144813207866118,medium,True,0.0,False,False
near_border,train,8414.JPG,8414.txt,9,1,Breakage,0.213477,0.147184,0.031420398768,1106.664768,572.251392,633290.453965357,1.9338786824654854,0.031420398768,1.450409011849114,medium,True,0.0,False,False
near_border,train,8414.JPG,8414.txt,19,1,Breakage,0.118827,0.047261,0.005615882847,615.999168,183.750768,113190.32020736102,3.3523624129832212,0.005615882847,2.5142718097374157,small,True,0.0,False,False
near_border,train,8415.JPG,8415.txt,3,5,Seepage,0.220165,0.456597,0.100526678505,1141.33536,1775.249136,2026154.6117262489,0.6429155980729907,0.100526678505,0.48218669855474305,large,True,5.00000000069889e-07,True,False
near_border,train,8416.JPG,8416.txt,4,1,Breakage,0.294496,0.302083,0.08896223516799999,1526.667264,1174.4987039999999,1793068.7230072257,1.2998458481057635,0.08896223516799999,0.9748843860793225,medium,True,0.0,False,False
near_border,train,8417.JPG,8417.txt,2,2,Comb,0.296811,0.225887,0.067045746357,1538.668224,878.248656,1351333.299757907,1.7519733317986428,0.067045746357,1.313979998848982,medium,True,5.00000000069889e-07,True,False
near_border,train,842.JPG,842.txt,1,2,Comb,0.282895,0.339912,0.09615940524,774.00072,619.9994879999999,479880.05011163134,1.2483892889924453,0.09615940524,0.8322595259949634,medium,True,0.0,False,False
near_border,train,842.JPG,842.txt,3,2,Comb,0.547515,0.467105,0.25574699407499996,1498.0010399999999,851.99952,1276296.1670395005,1.7582181736440414,0.25574699407499996,1.1721454490960277,large,True,0.0,False,False
near_border,train,8420.JPG,8420.txt,1,5,Seepage,0.29321,0.433899,0.12722352579,1520.0006400000002,1686.999312,2564240.03391956,0.9010084528119833,0.12722352579,0.6757563396089874,large,True,0.0,False,False
near_border,train,8423.JPG,8423.txt,2,5,Seepage,0.055556,0.817708,0.045428585648,288.002304,3179.248704,915630.951741014,0.09058816431619436,0.045428585648,0.06794112323714578,medium,True,0.0,False,True
near_border,train,8424.JPG,8424.txt,1,5,Seepage,0.406443,0.233282,0.094815835926,2107.000512,907.000416,1911050.340896213,2.323042497920971,0.094815835926,1.7422818734407284,medium,True,5.00000000069889e-07,True,False
near_border,train,8424.JPG,8424.txt,2,5,Seepage,0.184221,0.983796,0.18123588291599999,955.001664,3824.998848,3652880.2646380826,0.24967371284290646,0.18123588291599999,0.18725528463217983,large,True,0.0,False,False
near_border,train,8424.JPG,8424.txt,3,5,Seepage,0.060764,0.334362,0.020317172568,315.00057599999997,1299.999456,409500.57743968663,0.2423082367812929,0.020317172568,0.1817311775859697,medium,True,0.0,False,False
near_border,train,8425.JPG,8425.txt,1,5,Seepage,0.325874,0.927662,0.302300926588,1689.330816,3606.749856,6092993.677344363,0.4683803655498087,0.302300926588,0.35128527416235655,large,True,0.0,False,False
near_border,train,8427.JPG,8427.txt,5,2,Comb,0.224023,0.090664,0.020310821272,1161.335232,352.501632,409372.5645790986,3.294552780964146,0.020310821272,2.4709145857231096,medium,True,5.00000000069889e-07,True,False
near_border,train,8428.JPG,8428.txt,1,5,Seepage,0.148663,0.120949,0.017980641186999997,770.6689919999999,470.249712,362406.87153533025,1.6388505347984135,0.017980641186999997,1.2291379010988102,medium,True,0.0,False,False
near_border,train,8429.JPG,8429.txt,1,0,Crack,0.080504,0.616127,0.049600688008,417.332736,2395.501776,999721.3102709391,0.17421516451424246,0.049600688008,0.13066137338568187,medium,True,5.00000000069889e-07,True,False
near_border,train,843.JPG,843.txt,2,2,Comb,0.546418,0.458333,0.250441401194,1494.999648,835.999392,1249818.796768214,1.7882783914751939,0.250441401194,1.1921855943167958,large,True,0.0,False,False
near_border,train,844.JPG,844.txt,3,0,Crack,0.148392,0.338816,0.050277583872,406.000512,618.000384,250908.47232019663,0.6569583490744239,0.050277583872,0.43797223271628255,medium,True,0.0,False,False
near_border,train,844.JPG,844.txt,4,2,Comb,0.896199,0.322368,0.28890587923199995,2452.0004639999997,587.999232,1441774.3896956434,4.170074262954139,0.28890587923199995,2.780049508636093,large,True,5.00000000069889e-07,True,False
near_border,train,844.JPG,844.txt,6,2,Comb,0.095395,0.266447,0.025417711564999997,261.00072,485.999328,126846.17452751614,0.5370392610913239,0.025417711564999997,0.35802617406088266,medium,True,0.0,False,False
near_border,train,8447.JPG,8447.txt,1,3,Hole,0.138696,0.993827,0.13783982959200003,719.0000640000001,3863.999376,2778215.7986399606,0.18607665116765795,0.13783982959200003,0.13955748837574347,large,True,0.0,False,False
near_border,train,845.JPG,845.txt,1,2,Comb,0.27924,0.360746,0.10073471303999999,764.00064,658.000704,502712.95897645055,1.1610939553037316,0.10073471303999999,0.7740626368691544,large,True,0.0,False,False
near_border,train,845.JPG,845.txt,2,2,Comb,0.654605,0.725877,0.475162713585,1790.99928,1323.999648,2371282.4162882534,1.3527188490612045,0.475162713585,0.9018125660408031,large,True,0.0,False,False
near_border,train,845.JPG,845.txt,3,2,Comb,0.315789,0.366228,0.115650773892,863.998704,667.999872,577151.0236801659,1.29341148137226,0.115650773892,0.8622743209148399,large,True,0.0,False,False
near_border,train,8450.JPG,8450.txt,2,1,Breakage,0.788194,0.074331,0.05858724821399999,4085.997696,288.998928,1180848.9539544699,14.138452776544556,0.05858724821399999,10.603839582408417,medium,True,0.0,False,True
near_border,train,8451.JPG,8451.txt,1,1,Breakage,0.99537,0.088735,0.08832415695,5159.99808,345.00167999999996,1780208.0063967742,14.956443342536769,0.08832415695,11.217332506902576,medium,True,0.0,False,True
near_border,train,8451.JPG,8451.txt,5,0,Crack,0.109375,0.015947,0.0017442031249999999,567.0,62.001936,35155.097711999995,9.14487573420288,0.0017442031249999999,6.85865680065216,small,True,0.0,False,False
near_border,train,8451.JPG,8451.txt,7,0,Crack,0.173418,0.030093,0.005218667874,898.9989119999999,117.00158400000001,105184.2967182766,7.683647359851127,0.005218667874,5.762735519888346,small,True,0.0,False,False
near_border,train,8456.JPG,8456.txt,15,1,Breakage,0.056641,0.046007,0.0026058824869999997,261.00172799999996,159.000192,41499.32486433177,1.641518319675991,0.0026058824869999997,1.2311387397569935,small,True,5.00000000069889e-07,True,False
near_border,train,8456.JPG,8456.txt,16,5,Seepage,0.077691,0.233796,0.018163845036,358.00012799999996,807.998976,289263.7368318689,0.4430700268610241,0.018163845036,0.3323025201457681,medium,True,0.0,False,False
near_border,train,8457.JPG,8457.txt,1,5,Seepage,0.321759,0.154321,0.04965417063900001,1667.998656,600.0000480000001,1000799.2736639356,2.7799975376001966,0.04965417063900001,2.084998153200148,medium,True,0.0,False,False
near_border,train,8457.JPG,8457.txt,2,5,Seepage,0.418724,0.999807,0.418643186268,2170.665216,3887.249616,8437917.527360557,0.5584064391094148,0.418643186268,0.4188048293320611,large,True,0.0,False,False
near_border,train,8458.JPG,8458.txt,4,5,Seepage,0.200617,0.229167,0.045974796039,1039.9985279999999,891.001296,926640.0362860924,1.167224484037114,0.045974796039,0.8754183630278355,medium,True,0.0,False,False
near_border,train,8458.JPG,8458.txt,5,1,Breakage,0.145319,0.144097,0.020940031943000002,753.333696,560.249136,422054.55230368674,1.3446405314938317,0.020940031943000002,1.0084803986203739,medium,True,0.0,False,False
near_border,train,8458.JPG,8458.txt,11,1,Breakage,0.080247,0.072724,0.005835882828,416.000448,282.75091199999997,117624.50606440858,1.471261206754304,0.005835882828,1.103445905065728,small,True,0.0,False,False
near_border,train,8459.JPG,8459.txt,1,5,Seepage,0.10706,0.374743,0.04011998558,554.99904,1457.000784,808634.0363992474,0.3809188341521167,0.04011998558,0.28568912561408755,medium,True,5.00000000069889e-07,True,False
near_border,train,8459.JPG,8459.txt,3,5,Seepage,0.094522,0.140175,0.013249621349999999,490.00204799999995,545.0004,267051.3121608192,0.899085666726116,0.013249621349999999,0.6743142500445871,medium,True,0.0,False,False
near_border,train,8459.JPG,8459.txt,4,5,Seepage,0.065201,0.239198,0.015595948797999998,338.001984,930.0018239999999,314342.46163561876,0.3634422807325591,0.015595948797999998,0.2725817105494193,medium,True,0.0,False,False
near_border,train,8459.JPG,8459.txt,5,5,Seepage,0.061343,0.126029,0.0077309969470000005,318.002112,490.00075200000003,155821.27401758824,0.6489829060507237,0.0077309969470000005,0.48673717953804285,small,True,0.0,False,False
near_border,train,8459.JPG,8459.txt,7,1,Breakage,0.215085,0.144033,0.030979337805,1115.00064,560.000304,624400.6973601945,1.9910714905611906,0.030979337805,1.4933036179208932,medium,True,0.0,False,False
near_border,train,846.JPG,846.txt,3,2,Comb,0.288743,0.502193,0.145004713399,790.000848,916.000032,723640.8020480272,0.862446310482225,0.145004713399,0.57496420698815,large,True,0.0,False,False
near_border,train,846.JPG,846.txt,4,2,Comb,0.27193,0.644737,0.17532333241,744.00048,1176.000288,874944.7787521383,0.6326533144522496,0.17532333241,0.4217688763014997,large,True,0.0,False,False
near_border,train,846.JPG,846.txt,6,2,Comb,0.296784,0.346491,0.10283298494399999,812.001024,631.999584,513184.309375574,1.284812592534871,0.10283298494399999,0.8565417283565807,large,True,0.0,False,False
near_border,train,8462.JPG,8462.txt,1,1,Breakage,0.431842,0.443673,0.191596635666,2238.668928,1725.000624,3861705.2977294107,1.297778619238343,0.191596635666,0.9733339644287573,large,True,0.0,False,False
near_border,train,8463.JPG,8463.txt,2,5,Seepage,0.560378,0.313786,0.17583877110800003,2904.999552,1219.999968,3544099.3604800147,2.3811472362268127,0.17583877110800003,1.7858604271701097,large,True,0.0,False,False
near_border,train,8463.JPG,8463.txt,3,5,Seepage,0.438465,0.124743,0.054695439495000005,2273.00256,485.000784,1102408.0236340072,4.68659564063715,0.054695439495000005,3.5149467304778623,medium,True,0.0,False,False
near_border,train,8463.JPG,8463.txt,4,5,Seepage,0.296682,0.111883,0.033193672206,1537.999488,435.001104,669031.4752314348,3.535622033731666,0.033193672206,2.65171652529875,medium,True,0.0,False,False
near_border,train,8463.JPG,8463.txt,5,5,Seepage,0.228202,0.171039,0.039031441878,1182.9991679999998,664.999632,786694.0113763062,1.7789471017331326,0.039031441878,1.3342103262998497,medium,True,0.0,False,False
near_border,train,8465.JPG,8465.txt,2,5,Seepage,0.461998,0.62037,0.28660969926,2394.997632,2411.99856,5776730.839587411,0.9929515181800109,0.28660969926,0.7447136386350082,large,True,0.0,False,False
near_border,train,8465.JPG,8465.txt,3,5,Seepage,0.152392,0.34465,0.0525219028,790.000128,1339.9992,1058599.5395198974,0.5895526863001113,0.0525219028,0.4421645147250834,medium,True,0.0,False,False
near_border,train,8465.JPG,8465.txt,4,5,Seepage,0.089699,0.255144,0.022886161656,464.999616,991.999872,461279.55955204915,0.46874967338705464,0.022886161656,0.351562255040291,medium,True,0.0,False,False
near_border,train,8466.JPG,8466.txt,2,1,Breakage,0.344329,0.133745,0.046052282105,1785.001536,520.0005600000001,928201.7983208601,3.432691564793699,0.046052282105,2.5745186735952745,medium,True,5.00000000069889e-07,True,False
near_border,train,8466.JPG,8466.txt,3,5,Seepage,0.341435,0.412037,0.14068385309499998,1769.99904,1601.999856,2835538.207200138,1.1048684139207563,0.14068385309499998,0.8286513104405673,large,True,0.0,False,False
near_border,train,8466.JPG,8466.txt,4,5,Seepage,0.437886,0.361883,0.158463499338,2270.001024,1407.001104,3193893.94684913,1.6133612244841566,0.158463499338,1.2100209183631174,large,True,5.00000000069889e-07,True,False
near_border,train,8466.JPG,8466.txt,5,1,Breakage,0.085455,0.142747,0.012198444885000001,442.99872,555.0003360000001,245864.43844756993,0.7981954086600768,0.012198444885000001,0.5986465564950577,medium,True,0.0,False,False
near_border,train,8467.JPG,8467.txt,3,1,Breakage,0.021267,0.137442,0.0029229790140000004,97.99833600000001,474.99955200000005,46549.165696745484,0.20631248090103463,0.0029229790140000004,0.15473436067577595,small,True,0.0,False,False
near_border,train,8467.JPG,8467.txt,5,5,Seepage,0.057943,0.061343,0.0035543974490000003,267.001344,212.001408,56604.66086589235,1.2594319373576992,0.0035543974490000003,0.9445739530182743,small,True,5.00000000069889e-07,True,False
near_border,train,8468.JPG,8468.txt,10,5,Seepage,0.343364,0.891718,0.306183859352,1779.998976,3466.999584,6171255.709312425,0.5134119381538409,0.306183859352,0.3850589536153807,large,True,0.0,False,False
near_border,train,8468.JPG,8468.txt,12,5,Seepage,0.216049,0.496399,0.10724650755099999,1119.998016,1929.999312,2161595.400321365,0.5803100597167467,0.10724650755099999,0.43523254478756,large,True,0.0,False,False
near_border,train,847.JPG,847.txt,2,1,Breakage,0.630848,0.955044,0.602487597312,1726.000128,1742.000256,3006692.6648320328,0.990815082865292,0.602487597312,0.6605433885768613,large,True,0.0,False,False
near_border,train,8470.JPG,8470.txt,1,2,Comb,0.507973,0.362461,0.184120401553,2633.3320320000003,1409.2483679999998,3711018.8684981237,1.8686074731718267,0.184120401553,1.4014556048788698,large,True,0.0,False,False
near_border,train,8470.JPG,8470.txt,2,2,Comb,0.208591,0.222029,0.046313251139,1081.335744,863.248752,933461.7315009915,1.252635166277078,0.046313251139,0.9394763747078084,medium,True,0.0,False,False
near_border,train,8471.JPG,8471.txt,4,5,Seepage,0.166474,0.075874,0.012631048276,863.0012160000001,294.998112,254583.72937370418,2.9254465737055297,0.012631048276,2.194084930279147,medium,True,0.0,False,False
near_border,train,8472.JPG,8472.txt,2,1,Breakage,0.061343,0.289352,0.017749719736,318.002112,1125.000576,357752.55916921655,0.2826683992737796,0.017749719736,0.2120012994553347,medium,True,0.0,False,False
near_border,train,8472.JPG,8472.txt,17,5,Seepage,0.127894,0.201903,0.025822182282000002,663.0024960000001,784.998864,520456.20618916454,0.8445903891142447,0.025822182282000002,0.6334427918356835,medium,True,0.0,False,False
near_border,train,8477.JPG,8477.txt,1,1,Breakage,0.085905,0.098187,0.008434754235,445.33151999999995,381.751056,170005.77803008512,1.1665495432185522,0.008434754235,0.8749121574139143,small,True,0.0,False,False
near_border,train,8477.JPG,8477.txt,10,1,Breakage,0.666667,0.40027,0.26684680009,3456.001728,1556.2497600000002,5378401.859759585,2.2207243444008626,0.26684680009,1.665543258300647,large,True,5.00000000069889e-07,True,False
near_border,train,848.JPG,848.txt,2,2,Comb,0.999635,0.366228,0.36609432678000003,2735.00136,667.999872,1826980.558399826,4.094314197712901,0.36609432678000003,2.7295427984752667,large,True,5.00000000069889e-07,True,False
near_border,train,848.JPG,848.txt,3,1,Breakage,0.234649,0.290022,0.068053372278,641.9996639999999,529.000128,339617.904431957,1.2136096571984192,0.068053372278,0.8090731047989462,medium,True,0.0,False,False
near_border,train,848.JPG,848.txt,4,1,Breakage,0.156433,0.089364,0.013979478612,428.00068799999997,162.999936,69764.08475195596,2.6257721230025513,0.013979478612,1.7505147486683674,medium,True,0.0,False,False
near_border,train,848.JPG,848.txt,6,2,Comb,0.236111,0.169408,0.039999092288,645.999696,309.000192,199614.03009594162,2.090612603891197,0.039999092288,1.3937417359274649,medium,True,0.0,False,False
near_border,train,8480.JPG,8480.txt,1,2,Comb,0.423418,0.153035,0.06479777363,2194.998912,595.00008,1306024.5282399128,3.689073305670816,0.06479777363,2.766804979253112,medium,True,0.0,False,False
near_border,train,8482.JPG,8482.txt,1,1,Breakage,0.999807,0.442387,0.44230161930899997,5182.999488,1720.000656,8914762.519407663,3.0133706460632887,0.44230161930899997,2.2600279845474667,large,True,0.0,False,False
near_border,train,8483.JPG,8483.txt,3,0,Crack,0.999743,0.344715,0.344626408245,5182.667712,1340.25192,6946080.351730008,3.8669354877700908,0.344626408245,2.900201615827568,large,True,5.00000000069889e-07,True,False
near_border,train,8483.JPG,8483.txt,4,1,Breakage,0.999743,0.093943,0.093918856649,5182.667712,365.250384,1892971.3719524015,14.189355956981007,0.093918856649,10.642016967735755,medium,True,5.00000000069889e-07,True,True
near_border,train,8484.JPG,8484.txt,7,4,Reinforcement,0.061728,0.075103,0.004635957984,319.997952,292.000464,93439.55046304973,1.0958816558592865,0.004635957984,0.8219112418944649,small,True,5.00000000069889e-07,True,False
near_border,train,8485.JPG,8485.txt,5,0,Crack,0.169753,0.241319,0.040964624207,879.9995519999999,938.248272,825658.0590247741,0.9379175835028875,0.040964624207,0.7034381876271656,medium,True,0.0,False,False
near_border,train,8487.JPG,8487.txt,3,1,Breakage,0.254051,0.336934,0.08559841963400001,1317.0003840000002,1309.999392,1725269.702303767,1.0053442711826848,0.08559841963400001,0.7540082033870136,medium,True,5.00000000069889e-07,True,False
near_border,train,8487.JPG,8487.txt,4,1,Breakage,0.257523,0.099023,0.025500700029,1334.9992320000001,385.001424,513976.60535890644,3.4675176474152476,0.025500700029,2.6006382355614353,medium,True,0.0,False,False
near_border,train,8488.JPG,8488.txt,6,1,Breakage,0.228974,0.032407,0.007420360418,1187.001216,125.99841599999999,149560.27300607387,9.420763003877765,0.007420360418,7.065572252908323,small,True,0.0,False,False
near_border,train,8488.JPG,8488.txt,7,5,Seepage,0.882909,0.112397,0.09923632287300001,4577.000256,436.999536,2000146.9881438813,10.473695917150815,0.09923632287300001,7.855271937863111,medium,True,0.0,False,True
near_border,train,849.JPG,849.txt,9,1,Breakage,0.93675,0.980667,0.9186398122499999,3747.0,2942.0009999999997,11023677.746999998,1.2736229525414846,0.9186398122499999,0.9552172144061134,large,True,0.0,False,False
